section,subsection,shapefile,heading,lookup_value,intensity,image,text
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,34,,,"In 1913, 1020 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,35,,,"In 1914, 257 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,36,,,"In 1914, 89 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,37,,,"In 1914, 95 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,38,,,"In 1914, 60 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,39,,,"In 1914, 1371 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,40,,,"In 1914, 79 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,41,,,"In 1914, 1742 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,42,,,"In 1914, 217 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,43,,,"In 1914, 61 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,44,,,"In 1914, 77 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here."
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,45,,,"In 1915, 70 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,46,,,"In 1915, 23 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,47,,,"In 1917, 82 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,48,,,"In 1917, 1769 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,49,,,"In 1917, 3005 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,50,,,"In 1917, 1094 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,51,,,"In 1917, 37 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,52,,,"In 1917, 98 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,53,,,"In 1917, 169 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,54,,,"In 1917, 183 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,55,,,"In 1917, 27 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,56,,,"In 1917, 345 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,57,,,"In 1917, 29 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,58,,,"In 1917, 1373 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,59,,,"In 1917, 4773 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,60,,,"In 1918, 41 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,61,,,"In 1918, 68 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,62,,,"In 1919, 93 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,63,,,"In 1919, 588 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,64,,,"In 1919, 127 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,65,,,"In 1919, 57 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,66,,,"In 1919, 138 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,67,,,"In 1919, 2690 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,68,,,"In 1919, 49 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,69,,,"In 1919, 135 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,70,,,"In 1919, 76 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,71,,,"In 1919, 27 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,72,,,"In 1919, 1990 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,73,,,"In 1919, 125 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,74,,,"In 1919, 975 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,75,,,"In 1919, 734 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,76,,,"In 1919, 43 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,77,,,"In 1919, 29 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,78,,,"In 1919, 58 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,79,,,"In 1919, 27 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,80,,,"In 1919, 34 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,81,,,"In 1919, 49 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,82,,,"In 1919, 119 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,83,,,"In 1919, 120 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,84,,,"In 1919, 166 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,85,,,"In 1919, 164 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,86,,,"In 1919, 153 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,87,,,"In 1919, 50 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,88,,,"In 1919, 1548 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,89,,,"In 1919, 5540 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,90,,,"In 1919, 9328 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,91,,,"In 1919, 645 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,92,,,"In 1919, 132 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,93,,,"In 1919, 505 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,94,,,"In 1919, 1359 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,95,,,"In 1919, 124 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,96,,,"In 1919, 777 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,97,,,"In 1919, 1780 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,98,,,"In 1919, 1717 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,99,,,"In 1919, 1770 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,100,,,"In 1919, 36 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,101,,,"In 1919, 34 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,102,,,"In 1920, 222 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,103,,,"In 1920, 30 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,104,,,"In 1920, 59 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,105,,,"In 1920, 49 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,106,,,"In 1920, 449 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,107,,,"In 1920, 264 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,108,,,"In 1920, 322 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,109,,,"In 1920, 42 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,110,,,"In 1920, 849 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,111,,,"In 1921, 162 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,112,,,"In 1921, 221 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,113,,,"In 1922, 187 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,114,,,"In 1923, 2111 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,115,,,"In 1923, 410 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,116,,,"In 1924, 157 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,117,,,"In 1924, 1979 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,118,,,"In 1924, 66 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here."
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,119,,,"In 1924, 170 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,120,,,"In 1925, 344 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,121,,,"In 1925, 884 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,122,,,"In 1926, 10 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,123,,,"In 1926, 7 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,124,,,"In 1926, 3 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,125,,,"In 1929, 274 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,126,,,"In 1929, 1241 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,127,,,"In 1929, 389 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,128,,,"In 1929, 81 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,129,,,"In 1929, 47 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,130,,,"In 1929, 296 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,131,,,"In 1929, 84 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,132,,,"In 1929, 6219 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,133,,,"In 1930, 71 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,134,,,"In 1931, 1030 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,135,,,"In 1933, 220 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,136,,,"In 1933, 777 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,137,,,"In 1937, 1057 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,138,,,"In 1937, 187 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,139,,,"In 1937, 22 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here."
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,140,,,"In 1938, 34 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,141,,,"In 1940, 42 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,142,,,"In 1940, 39 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,143,,,"In 1940, 158 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,144,,,"In 1940, 234 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,145,,,"In 1940, 2029 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,146,,,"In 1940, 215 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,147,,,"In 1940, 89 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,148,,,"In 1940, 74 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,149,,,"In 1940, 90 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,150,,,"In 1940, 233 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,151,,,"In 1940, 374 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,152,,,"In 1940, 144 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,153,,,"In 1940, 150 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,154,,,"In 1940, 277 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,155,,,"In 1940, 359 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,156,,,"In 1940, 5601 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,157,,,"In 1940, 203 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,158,,,"In 1940, 44 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here."
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,159,,,"In 1940, 786 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,160,,,"In 1941, 33 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here."
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,161,,,"In 1941, 1726 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,162,,,"In 1942, 123 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,163,,,"In 1942, 29 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,164,,,"In 1942, 277 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,165,,,"In 1942, 58 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,166,,,"In 1942, 22 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here."
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,167,,,"In 1942, 557 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,168,,,"In 1942, 233 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,169,,,"In 1943, 206 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,170,,,"In 1943, 1167 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,171,,,"In 1943, 612 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,172,,,"In 1944, 27 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,173,,,"In 1944, 114 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,174,,,"In 1945, 50 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,175,,,"In 1945, 67 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,176,,,"In 1945, 104 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,177,,,"In 1945, 35 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,178,,,"In 1945, 713 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,179,,,"In 1945, 2101 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,180,,,"In 1945, 55 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here."
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,181,,,"In 1945, 815 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,182,,,"In 1945, 725 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,183,,,"In 1946, 62 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,184,,,"In 1946, 5742 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,185,,,"In 1946, 733 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,186,,,"In 1946, 237 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here. "
Past Events,Historic Events,Fire_Hist_Bound2,Wildfire,187,,,"In 1946, 29 acres burned in this location. Wildfires are a natural part of the Montana landscape and continue to be the most common natural hazard that people face living here.  "
